,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
35300122,4250.762507356164,3937.034366733683,3543.8304169393114,3490.154461767773,3544.5415559971093,3629.460075179125,3628.1418079116315,3587.611873842834,3476.4646230348712,3352.432856951398,3194.1766050251363,3090.866130400237,3097.1221125159477,2878.226120517254,2656.1718419999584,2469.9531734897637,2255.4084763958012,2098.1902451373276,1900.9701785873376,1762.5111434735036,1480.5073908639474,1381.1735055445297,1130.6363072659449,854.8552800216844,671.7303219708303,579.882915328664,487.9346109761262,395.2371428838088,316.6542626112495,266.6885871148055,216.16180475901626,0.0807077455195082,91.25997773876179,247.01099326138564,229.67348383839868,245.4063027630587,290.9429532764879,317.7305462120189,352.5556877442693,500.3657850981582,570.0480600731968,835.0912658970951,951.8960543985238,1222.64283866689,1603.928209853813,1882.64449228673,1990.7971747274755,2093.735634665782,2286.099593878765,2320.1587364594907,3062.342150119317,3257.6458934527627,3539.8537056487307,3582.620654204113,3653.9038365040706,3969.3495858429233,4085.6995412332235,4165.988481019532,4301.771554592597,4375.950978000373,4521.7761167266635,4901.611237740893,5239.215910516162,5242.283640851973,5349.084635330942,5461.823373891383,5456.152908469904,4894.280727466163,4865.773017576075,4860.8508698358755,4854.6268251181655,5031.433291724682,5323.428748150025,5331.488175569131
35300132,4542.880866033203,4232.2421605041145,3831.9800038899,3786.634389878274,3849.944084180551,3942.942113430939,3945.611997795964,3909.070499559091,3804.8200126803995,3686.943688071776,3529.9313043176235,3429.2465230843636,3439.271363475912,3220.527315974787,2998.5411116592177,2812.4853474419874,2598.0093678368826,2440.7649953913196,2243.550328383302,2105.1805812919583,1825.775400032222,1727.7057297539711,1480.4110338359865,1206.7490381801313,1024.8595785942498,933.1809550301939,840.4380039108263,745.2268888593538,659.4349708730834,595.5643868477853,479.37055803732585,353.3976934383275,334.44353982520175,350.0768617136899,247.8067887943116,263.45351111743537,305.99094384705035,278.245434394274,255.2388376426537,256.18852463811254,290.5031972132653,524.8495987517492,641.0391839030214,902.7502030024214,1276.692601233492,1547.4357407949299,1656.419927751028,1758.8312403222383,1948.5725458457068,1986.078500393824,2724.264960128003,2918.179887765697,3201.0350352366836,3246.6373304624763,3322.42036906182,3645.752346390218,3754.630723603158,3831.442649216814,3962.34110572301,4034.21590266079,4176.716237562835,4552.739922623058,4890.293698373109,4895.01434847241,5003.0203173881755,5115.81142980591,5107.127234081737,4546.226150219532,4519.217445017454,4515.673576896363,4513.009969820425,4689.801087378683,4981.849054528065,4996.066804190181
35300273,741.1728368672369,544.2662912918522,714.8109556572216,599.2330512715763,422.9844699329651,240.6951271617769,209.28367203097287,259.2719773713299,444.5257708062537,656.2656435270541,796.12030036269,926.8452022742231,1014.7613609635506,1170.630182473234,1344.7708170194783,1502.1187819166414,1688.7894965732137,1828.542699411185,2007.9329782134723,2136.4391181257033,2418.0651497125423,2519.909813577161,2778.5167107560924,3051.1261539605953,3236.56350528466,3332.7177902077037,3431.3823677296405,3531.0890234105937,3628.0736351344217,3707.2582138282264,3858.4036777060323,3835.67953836962,3824.855369680056,3819.7129894895197,3916.1178330500697,4065.297018137068,4092.9250506364738,4132.4131681142235,4176.433513972856,4335.821674330454,4405.509271417461,4668.504888202754,4785.773876462253,5054.138193398144,5430.775360064425,5698.456339087173,5807.782709505577,5909.465017562405,6095.507289247982,6136.844550339982,6867.16187544259,7057.232883528175,7340.545533541111,7391.839360055735,7473.3697361321,7799.847782850524,7905.534936222273,7977.85521769922,8097.592089339283,8161.429152165462,8287.409652118697,8630.71077632588,8964.868045038229,8985.571498238873,9102.34478801651,9214.887498560222,9178.796678663322,8632.358969137658,8617.92400907934,8623.673825831158,8638.773609001746,8814.850785665407,9106.097460846267,9139.004504809121
35300276,762.6840096213707,446.1058161671945,158.4907160276388,3.000952350163775,188.8319530632644,386.6636316388778,474.1188309749159,556.3727969643983,717.9656637726425,893.0353899078129,945.0235969097922,1045.3868545700889,1170.953273701689,1229.198073704307,1320.0486036871207,1421.1380469354783,1554.112225516674,1660.8903173694885,1805.9922850865835,1914.5898272521613,2173.3435202616706,2269.473217994765,2515.0483667494127,2769.343697067328,2944.7044248088573,3036.5023513313904,3130.923922604529,3225.6984480521323,3319.238225580804,3396.4374769664987,3542.807536127875,3491.0104646162854,3468.183987412517,3442.7187602926715,3542.720736470902,3730.013709769336,3763.863765575757,3800.0214998091396,3840.619964346229,3989.3052965014076,4054.1727516245764,4310.301894244285,4427.324124931426,4689.708104848654,5057.8738792854565,5314.159513771459,5423.430689562088,5523.393106023485,5703.690683062633,5749.821185427193,6467.251904221863,6653.016414460919,6935.472198463215,6992.147819145981,7081.601773109701,7420.252814725651,7512.469853883689,7577.664316240616,7686.095478315322,7743.889601512422,7859.804512291129,8187.2869336720305,8518.798129499204,8545.852585475111,8666.14056967583,8778.188848036543,8730.824566422934,8192.154580238095,8183.201061669907,8193.391293868237,8218.609484374441,8393.652334058856,8683.491222295652,8731.66412706171
35300277,854.4455042751077,614.3826652415148,260.7474541193769,402.3562636261758,586.2876124449789,780.7962505372907,871.2705794264571,955.9164008043118,1112.2755990129297,1274.4859009739353,1305.4204953809424,1390.9638695982808,1520.0486114986948,1543.1510012080666,1593.8383117117246,1660.9366745450184,1756.036118793039,1836.7223588202498,1952.0212738388616,2041.8980435284197,2273.9247950115455,2362.5365466316784,2590.959126859959,2824.8530113469246,2988.545185495925,3075.0868481833827,3164.3784015470806,3253.545780812276,3342.76654700428,3417.14957591527,3557.4919851205464,3482.238243100175,3449.4139052336645,3406.3421856991877,3508.180644403209,3725.9566993440676,3764.56370235047,3797.5101370473876,3834.76382611617,3972.7289283859814,4032.7903867645587,4280.48443270715,4396.234763513088,4651.272619435978,5009.401046425037,5254.0152528411045,5362.60186386973,5460.474999058037,5634.682164399947,5684.864657310736,6387.542365923692,6568.697467401039,6849.3820427379405,6910.7387509992595,7006.986957289152,7355.272779262665,7435.363573529818,7494.002127579052,7591.8815812989005,7643.964480384765,7750.199276553043,8061.8296804278525,8390.074255533307,8423.195873837576,8546.59416517048,8657.949576445262,8599.833534944766,8069.789481709999,8066.09535991508,8080.467243700457,8115.08245873993,8288.769473453085,8576.68162155841,8638.733455942014
35300283,1913.7481311305708,1595.247545419007,1274.2973544551153,1166.0543295677226,1162.9969165465684,1210.4500450660007,1197.8465149759322,1150.8461282573503,1042.8532571880046,946.2566810097002,802.2386302900563,733.2164844291367,797.4424940739415,618.7846158835265,470.4664949983867,405.2730806469836,425.6027001448987,500.2234079591501,638.4897404752735,752.4547652330945,1024.23475587088,1124.488212097565,1380.2015715092157,1649.769913212291,1834.3246847332582,1930.2536052136295,2028.7754101521691,2128.4070049252978,2225.401400623011,2304.605859188493,2455.862292663047,2437.98734489994,2431.30021112684,2436.1375313495228,2529.829948096685,2664.8069921442743,2691.3970105056937,2731.31702526931,2775.8481652991077,2937.2599615160652,3008.095917571463,3272.54869198863,3389.614375783813,3659.369938303774,4038.338675070847,4310.427897811017,4419.509766390928,4521.7839745233305,4710.318573753609,4749.111390438281,5484.726299490601,5676.951786711851,5960.226002217878,6008.305014271163,6085.600403210009,6406.495361142154,6517.819610821479,6593.696965922075,6719.9570918918425,6787.748149693088,6921.039756090258,7277.556822657426,7613.579217017152,7628.208520227952,7741.632210052617,7854.4095437461065,7828.962991060656,7276.154142899954,7256.830388273279,7258.826779804494,7266.149092225549,7442.69229891921,7734.522488410865,7757.409362596009
35300285,2523.646840023961,2204.383785742509,1858.9584109285913,1766.2139632042183,1778.4360066194622,1830.8177116059449,1816.7684967768512,1765.6735440318262,1641.6336002862945,1514.4169435124134,1356.9205102689214,1257.5986758336962,1276.5522597618758,1060.1712492346762,841.3136143624921,660.163266705222,455.0441490156283,311.72828161942505,172.03938535172443,171.01402957396792,406.27865769640937,504.96561543126614,759.8422019853832,1031.0807994082193,1217.2498802802122,1313.925863011731,1413.206798955658,1513.8536760196862,1611.469771272191,1690.938681902604,1843.0579120159898,1838.1658328899432,1838.8655166996332,1858.7639285250275,1947.7920785385106,2058.4140999232295,2082.276991179213,2123.3039817813315,2168.999647128736,2334.2056106153705,2406.899821030337,2673.0496487908895,2789.5368608770614,3060.762369420269,3442.102180561363,3718.96017594244,3827.546913975682,3930.2972645509926,4121.207987831432,4157.166486570466,4897.158970827698,5091.207326730099,5374.049663434588,5418.966191749317,5491.931539111673,5806.5716405160165,5923.822024158165,6003.1425830014305,6135.353162371798,6206.5856528656905,6345.972940628097,6712.697394659834,7049.680607405901,7059.534594307707,7170.155806462138,7282.988623359624,7265.885329747267,6708.882300755303,6685.659675095035,6684.585618174678,6685.364500333279,6862.122761786663,7154.160045233967,7168.300687853233
35300286,2373.6565953764366,2061.6377745181912,1782.1360051269965,1657.7453306518655,1619.7248975074467,1621.2210907521892,1584.4234475164392,1511.813830788695,1348.3652750565739,1180.515825898543,1018.3812015011604,898.533331112539,881.381043979243,664.5144180536216,447.4319138634918,270.42932617746317,116.82906986672165,170.34597404440788,343.48733682797103,475.89164092546406,746.6369276202475,844.8525326856787,1098.5190113088784,1379.213376042131,1568.7981936707495,1666.3616746380096,1766.492823589773,1869.0160482858837,1966.9560753062344,2045.852627708919,2198.411988617012,2225.907456581126,2238.906539290011,2277.50252063235,2360.2010991096345,2429.138268145679,2445.6004917099804,2489.0999971048627,2537.2162175881194,2709.3144542748655,2785.1190431655095,3052.2234532140374,3166.6890559991443,3438.8421603546985,3822.300627668365,4105.719348867551,4213.072221054584,4316.154584950926,4509.9553114826795,4541.455386088197,5285.798580955488,5481.9379167432935,5763.534454575014,5803.762433991341,5869.707517615785,6172.268457479647,6300.172181516631,6384.922957561788,6525.556326453632,6601.20702806619,6747.722850488722,7124.659028613966,7462.154729051895,7467.256136711748,7574.791063665753,7687.5527851453135,7678.895935087496,7118.468335747203,7091.231954335698,7086.786876019581,7079.742855320316,7256.530587336763,7548.453069226423,7550.5154363156435
35300287,2830.416775791664,2514.185512956782,2203.843400493869,2093.104026856333,2075.320193234145,2093.6024170739274,2062.5793299210695,1994.3368910344736,1836.3943312552803,1670.5765886787856,1508.4426376411673,1388.1489401051435,1365.2974138968505,1151.0281276354817,936.8721035856528,759.7264446542791,564.9252155348098,435.5406735879864,310.9014364466946,277.0819801913897,361.16231825067877,432.17393867136093,652.7963866678197,924.8759460567103,1110.818547875089,1206.6963656556532,1305.4083058636509,1407.2883084344876,1504.0439633915382,1581.6913502522405,1732.8911356832664,1779.620309440728,1802.1323358902914,1858.1132756958814,1933.1451222379944,1969.7380396558242,1982.020657609071,2026.4964381349976,2075.567421383371,2250.3805867147075,2327.549855475967,2593.720237791781,2706.450516224125,2978.0189218443616,3361.4218102194864,3647.976987039221,3754.2935660501344,3857.3295340954246,4052.4833609039897,4081.1927350841693,4826.84589593202,5023.999713278726,5304.441116318278,5341.827272206755,5403.860062849823,5700.415626672563,5833.174478943559,5920.691476003296,6066.064764711465,6144.442808776125,6295.725026663354,6680.272321229088,7017.885289712972,7019.1036825271785,7124.178814712193,7236.798265536145,7234.894276500254,6672.122213526802,6641.747959872031,6634.7933921180265,6622.385435386843,6799.04752194759,7090.673263633563,7085.620474807736
35300289,3236.494284116179,2918.6234694700397,2592.076654396405,2489.7334426532034,2482.983501775279,2509.9770429495097,2481.9100776127757,2415.847581655705,2260.382287595242,2095.0425846804806,1932.933379598043,1812.2086067056512,1786.3125997605862,1573.632972909256,1360.9742947716145,1184.2583896530518,986.7567528643702,848.389820911403,685.7581117397541,583.0786381074548,392.7343814027952,352.39831071059723,380.072849536569,586.8486687878224,753.3321253109787,842.1209082299193,935.202757922989,1033.455656238837,1126.3517393099244,1200.7493539964019,1347.8853078428635,1421.78276141521,1457.1294881386634,1535.3557187983643,1598.6535297141409,1590.9794586010412,1597.3256522691436,1642.773920432776,1692.7433219165569,1869.8272932746506,1948.2224654207087,2211.559478191982,2321.561948821718,2591.3019681048304,2973.426373609716,3262.8621307326407,3367.73986533422,3470.494479195815,3666.7668913352372,3692.2933897593007,4438.241112610803,4636.241076741165,4915.1207561102965,4949.425564951623,5007.198873600772,5297.074609336885,5434.964561737178,5525.362670017376,5675.624837289942,5756.7941762800465,5912.901920765564,6304.923348459244,6642.358918237496,6639.629278963128,6742.1216730411425,6854.518113587829,6859.4631709733,6294.77867653881,6261.216494074985,6251.689475338311,6233.757101596159,6410.170053997723,6701.3082619021725,6688.919447791296
35300290,3592.7328616619234,3273.50902422533,2914.747478079979,2831.672310538895,2851.1041002086604,2903.2955367863356,2886.4280870570688,2830.726849606019,2693.078890062735,2544.4632101803013,2382.725849743294,2268.7926827898073,2257.203038879985,2040.0218061969392,1820.6916441271535,1636.7951607183304,1426.5235216886663,1273.850192908981,1083.885663913468,951.6933617361332,669.8252772319482,568.9003155234899,318.51095945246493,157.98009577993534,249.09609952794239,329.5498725378157,419.95516449535586,517.8374952021535,611.2635597589033,686.6357825381737,835.6752165586764,907.4348525036648,946.7361752829089,1035.8400674053128,1091.9445064288034,1076.819321267555,1085.337576846575,1130.4107243265487,1180.068413262427,1356.5075169163417,1434.5828795353088,1699.0930165946343,1810.3123489634406,2081.088024707655,2464.0485461087414,2752.1489000536953,2857.7462480438626,2960.6718508758217,3156.453014928648,3183.627279015717,3929.561170015654,4127.141601326004,4406.910632582973,4443.102914873217,4504.010626041538,4800.33971514832,4933.105088287828,5021.162039361277,5168.150311519887,5247.783577925326,5401.716645057157,5791.378708209928,6128.887325099492,6127.303461122626,6230.717821997827,6343.208923729102,6345.984178404449,5781.768404723311,5749.213387326432,5740.65136159518,5725.308890969271,5901.872073766641,6193.302271277335,6185.846936407904
35300291,3262.630044751537,2944.955308439696,2568.7964927045487,2498.752231611015,2536.595252250578,2608.805956863126,2602.379960008978,2557.5721770276805,2441.2341064012485,2315.828786511627,2157.8025599685857,2055.770135867545,2066.2976993524494,1847.7452323776704,1625.9389259608743,1440.1732223903239,1226.0141374202253,1068.9938090919425,872.2402031184713,734.4878747624068,466.01362784652287,379.30101810504397,226.09268243106052,293.8017172578874,447.7423577778611,536.971133858518,631.0373868439846,727.095262703831,822.3817428356142,900.8737709123398,1050.7560364126377,1036.5857116734412,1039.2282070519698,1070.1166427964554,1154.3332627492787,1258.6686573510692,1284.6718260971177,1324.716306069695,1369.5778209993516,1533.140401140575,1605.470499538716,1871.4918627629547,1988.0337983111585,2259.1871730122916,2640.5529685018087,2918.0098450092464,3026.472181607375,3129.290069724475,3320.6834165648,3356.0293917849776,4096.818086469034,4291.321054104153,4573.969790649234,4618.118887982543,4690.451825592823,5005.269830037764,5122.3027947498185,5202.0109070807075,5335.55776930011,5407.877126863591,5549.636141325813,5921.262787822407,6258.588639363349,6265.920516715809,6375.139183905149,6487.957930380277,6475.134228709062,5916.153435142192,5890.978903277153,5888.485675915037,5886.669968644374,6063.463288792301,6355.510925647589,6367.322361964006
